Country,GH_Gas,date,Country,Data source,GH_Gas,Unit,max_year,date,Agriculture,Energy,Industrial Processes,Land-Use Change and Forestry,Other,Solvent and Other Product Use,Total GHG emissions with LULUCF,Total GHG emissions without LULUCF,Waste
Singapore,Aggregate GHGs,2012-01-01,Singapore,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2012,2012-01-01,,47.13,1.06,-0.24,,,48.09,48.33,0.15
Slovakia,Aggregate GHGs,1990-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1990-01-01,5.91,56.27,9.75,-9.7,,,63.66,73.36,1.43
Slovakia,Aggregate GHGs,1991-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1991-01-01,5.08,49.89,7.56,-10.4,,,53.57,63.97,1.43
Slovakia,Aggregate GHGs,1992-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1992-01-01,4.22,45.71,7.2,-10.99,,,47.56,58.54,1.42
Slovakia,Aggregate GHGs,1993-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1993-01-01,3.61,41.79,8.23,-10.77,,,44.26,55.03,1.41
Slovakia,Aggregate GHGs,1994-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1994-01-01,3.41,39.38,8.44,-10.28,,,42.33,52.61,1.38
Slovakia,Aggregate GHGs,1995-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1995-01-01,3.49,38.97,9.37,-9.83,,,43.38,53.21,1.38
Slovakia,Aggregate GHGs,1996-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1996-01-01,3.45,38.65,9.69,-9.73,,,43.43,53.16,1.38
Slovakia,Aggregate GHGs,1997-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1997-01-01,3.38,38.51,9.73,-9.62,,,43.4,53.02,1.39
Slovakia,Aggregate GHGs,1998-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1998-01-01,3.11,38.04,9.88,-10.61,,,41.82,52.43,1.41
Slovakia,Aggregate GHGs,1999-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1999-01-01,2.86,37.37,9.5,-9.86,,,41.27,51.14,1.41
Slovakia,Aggregate GHGs,2000-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2000-01-01,2.74,36.44,8.59,-9.89,,,39.3,49.2,1.42
Slovakia,Aggregate GHGs,2001-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2001-01-01,2.85,38.43,8.77,-9.13,,,42.34,51.47,1.43
Slovakia,Aggregate GHGs,2002-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2002-01-01,2.87,36.0,9.81,-9.66,,,40.46,50.12,1.43
Slovakia,Aggregate GHGs,2003-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2003-01-01,2.71,36.85,9.41,-9.24,,,41.19,50.42,1.44
Slovakia,Aggregate GHGs,2004-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2004-01-01,2.54,36.42,10.7,-9.25,,,41.87,51.12,1.46
Slovakia,Aggregate GHGs,2005-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2005-01-01,2.55,36.97,10.16,-5.72,,,45.42,51.14,1.47
Slovakia,Aggregate GHGs,2006-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2006-01-01,2.45,36.04,11.02,-8.58,,,42.45,51.03,1.52
Slovakia,Aggregate GHGs,2007-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2007-01-01,2.45,34.43,10.87,-8.16,,,41.09,49.24,1.49
Slovakia,Aggregate GHGs,2008-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2008-01-01,2.45,35.01,10.75,-7.15,,,42.56,49.71,1.5
Slovakia,Aggregate GHGs,2009-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2009-01-01,2.29,32.41,9.19,-6.92,,,38.51,45.43,1.54
Slovakia,Aggregate GHGs,2010-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2010-01-01,2.31,32.91,9.51,-6.15,,,40.15,46.3,1.56
Slovakia,Aggregate GHGs,2011-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2011-01-01,2.37,32.46,9.11,-6.47,,,39.08,45.55,1.6
Slovakia,Aggregate GHGs,2012-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2012-01-01,2.45,29.94,9.03,-7.43,,,35.63,43.06,1.64
Slovakia,Aggregate GHGs,2013-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2013-01-01,2.53,29.83,8.75,-8.1,,,34.63,42.73,1.62
Slovakia,Aggregate GHGs,2014-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2014-01-01,2.66,27.39,8.97,-6.12,,,34.54,40.66,1.64
Slovakia,Aggregate GHGs,2015-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2015-01-01,2.53,28.24,9.18,-6.62,,,35.03,41.64,1.69
Slovakia,Aggregate GHGs,2016-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2016-01-01,2.64,28.48,9.38,-6.72,,,35.43,42.15,1.65
Slovakia,Aggregate GHGs,2017-01-01,Slovakia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2017-01-01,2.55,29.44,9.65,-6.58,,,36.73,43.32,1.68
Slovenia,Aggregate GHGs,1990-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1990-01-01,1.84,14.65,1.39,-4.46,,,14.18,18.64,0.76
Slovenia,Aggregate GHGs,1991-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1991-01-01,1.73,13.76,1.07,-2.96,,,14.36,17.32,0.75
Slovenia,Aggregate GHGs,1992-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1992-01-01,1.85,13.77,1.06,-2.95,,,14.47,17.42,0.74
Slovenia,Aggregate GHGs,1993-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1993-01-01,1.74,14.24,0.89,-2.93,,,14.69,17.62,0.74
Slovenia,Aggregate GHGs,1994-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1994-01-01,1.76,14.43,1.07,-3.11,,,14.91,18.03,0.76
Slovenia,Aggregate GHGs,1995-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1995-01-01,1.76,15.11,1.07,-3.21,,,15.52,18.72,0.78
Slovenia,Aggregate GHGs,1996-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1996-01-01,1.7,15.81,1.07,-3.95,,,15.41,19.36,0.77
Slovenia,Aggregate GHGs,1997-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1997-01-01,1.66,16.13,1.11,-3.95,,,15.76,19.71,0.8
Slovenia,Aggregate GHGs,1998-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1998-01-01,1.7,15.85,1.09,-4.08,,,15.38,19.46,0.82
Slovenia,Aggregate GHGs,1999-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1999-01-01,1.71,15.16,1.12,-4.13,,,14.7,18.83,0.84
Slovenia,Aggregate GHGs,2000-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2000-01-01,1.8,15.25,1.16,-4.24,,,14.84,19.08,0.86
Slovenia,Aggregate GHGs,2001-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2001-01-01,1.78,16.11,1.22,-5.3,,,14.7,19.99,0.89
Slovenia,Aggregate GHGs,2002-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2002-01-01,1.84,16.22,1.23,-5.43,,,14.75,20.18,0.89
Slovenia,Aggregate GHGs,2003-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2003-01-01,1.75,15.96,1.3,-7.14,,,12.76,19.9,0.9
Slovenia,Aggregate GHGs,2004-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2004-01-01,1.69,16.3,1.35,-7.31,,,12.91,20.22,0.88
Slovenia,Aggregate GHGs,2005-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2005-01-01,1.71,16.54,1.43,-7.35,,,13.17,20.52,0.85
Slovenia,Aggregate GHGs,2006-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2006-01-01,1.71,16.71,1.47,-7.33,,,13.38,20.71,0.82
Slovenia,Aggregate GHGs,2007-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2007-01-01,1.76,16.83,1.48,-7.66,,,13.19,20.85,0.78
Slovenia,Aggregate GHGs,2008-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2008-01-01,1.69,17.85,1.34,-6.51,,,15.07,21.57,0.7
Slovenia,Aggregate GHGs,2009-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2009-01-01,1.7,16.26,1.01,-6.45,,,13.15,19.6,0.64
Slovenia,Aggregate GHGs,2010-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2010-01-01,1.67,16.32,1.01,-6.39,,,13.23,19.63,0.63
Slovenia,Aggregate GHGs,2011-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2011-01-01,1.65,16.33,1.02,-6.29,,,13.34,19.63,0.63
Slovenia,Aggregate GHGs,2012-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2012-01-01,1.63,15.77,1.05,-6.21,,,12.85,19.06,0.62
Slovenia,Aggregate GHGs,2013-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2013-01-01,1.62,15.04,1.11,-6.31,,,12.05,18.36,0.6
Slovenia,Aggregate GHGs,2014-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2014-01-01,1.66,13.25,1.15,-5.14,,,11.48,16.63,0.56
Slovenia,Aggregate GHGs,2015-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2015-01-01,1.7,13.4,1.14,-3.92,,,12.9,16.82,0.58
Slovenia,Aggregate GHGs,2016-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2016-01-01,1.72,14.24,1.14,-2.4,,,15.28,17.68,0.57
Slovenia,Aggregate GHGs,2017-01-01,Slovenia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2017-01-01,1.69,14.0,1.21,-1.52,,,15.93,17.45,0.56
Solomon Islands,Aggregate GHGs,1994-01-01,Solomon Islands,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2010,1994-01-01,,0.29,,,,,0.29,0.29,
Solomon Islands,Aggregate GHGs,2000-01-01,Solomon Islands,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2010,2000-01-01,0.07,0.19,,,,,0.42,0.42,0.16
Solomon Islands,Aggregate GHGs,2005-01-01,Solomon Islands,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2010,2005-01-01,0.07,0.24,,,,,0.49,0.49,0.18
Solomon Islands,Aggregate GHGs,2010-01-01,Solomon Islands,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2010,2010-01-01,0.08,0.35,,,,,0.62,0.62,0.19
South Africa,Aggregate GHGs,1990-01-01,South Africa,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,1994,1990-01-01,40.47,260.89,30.79,-16.98,,,330.37,347.35,15.19
South Africa,Aggregate GHGs,1994-01-01,South Africa,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,1994,1994-01-01,35.46,297.57,30.39,-18.62,,,361.22,379.84,16.43
South Korea,Aggregate GHGs,1990-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,1990-01-01,21.61,241.4,19.68,-34.12,,,259.0,293.12,10.44
South Korea,Aggregate GHGs,1991-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,1991-01-01,21.89,259.34,23.44,-33.37,,,282.99,316.36,11.69
South Korea,Aggregate GHGs,1992-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,1992-01-01,22.3,279.16,28.97,-31.46,,,311.75,343.21,12.78
South Korea,Aggregate GHGs,1993-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,1993-01-01,22.76,309.25,33.23,-33.6,,,345.17,378.76,13.52
South Korea,Aggregate GHGs,1994-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,1994-01-01,23.19,328.3,37.82,-31.96,,,371.81,403.77,14.46
South Korea,Aggregate GHGs,1995-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,1995-01-01,23.45,354.08,43.77,-35.27,,,401.82,437.09,15.79
South Korea,Aggregate GHGs,1996-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,1996-01-01,23.95,385.84,44.45,-39.81,,,431.02,470.83,16.59
South Korea,Aggregate GHGs,1997-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,1997-01-01,23.94,410.15,49.07,-48.4,,,452.06,500.46,17.3
South Korea,Aggregate GHGs,1998-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,1998-01-01,23.63,350.36,39.94,-56.1,,,373.89,429.99,16.06
South Korea,Aggregate GHGs,1999-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,1999-01-01,22.44,381.15,47.28,-59.19,,,408.55,467.74,16.88
South Korea,Aggregate GHGs,2000-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2000-01-01,21.82,410.37,49.57,-58.77,,,441.84,500.62,18.85
South Korea,Aggregate GHGs,2001-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2001-01-01,21.29,424.41,48.28,-56.57,,,457.15,513.72,19.74
South Korea,Aggregate GHGs,2002-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2002-01-01,21.13,443.15,52.06,-55.82,,,479.21,535.04,18.7
South Korea,Aggregate GHGs,2003-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2003-01-01,20.84,450.77,55.29,-57.03,,,488.66,545.7,18.8
South Korea,Aggregate GHGs,2004-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2004-01-01,20.91,458.41,57.62,-54.99,,,499.67,554.66,17.72
South Korea,Aggregate GHGs,2005-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2005-01-01,21.08,466.37,54.32,-56.45,,,502.06,558.51,16.74
South Korea,Aggregate GHGs,2006-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2006-01-01,21.18,472.64,52.89,-57.05,,,506.72,563.77,17.06
South Korea,Aggregate GHGs,2007-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2007-01-01,21.4,491.57,50.8,-57.86,,,521.6,579.46,15.69
South Korea,Aggregate GHGs,2008-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2008-01-01,21.45,505.77,50.05,-57.29,,,535.48,592.78,15.51
South Korea,Aggregate GHGs,2009-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2009-01-01,21.96,512.22,47.04,-54.49,,,542.2,596.69,15.47
South Korea,Aggregate GHGs,2010-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2010-01-01,22.39,565.17,53.96,-54.35,,,602.28,656.63,15.12
South Korea,Aggregate GHGs,2011-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2011-01-01,21.46,593.92,51.67,-48.53,,,634.05,682.58,15.53
South Korea,Aggregate GHGs,2012-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2012-01-01,21.91,597.75,51.68,-44.72,,,642.39,687.11,15.77
South Korea,Aggregate GHGs,2013-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2013-01-01,21.88,606.72,51.95,-42.75,,,653.77,696.53,15.97
South Korea,Aggregate GHGs,2014-01-01,South Korea,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2014,2014-01-01,21.29,599.32,54.58,-42.47,,,648.15,690.62,15.43
Spain,Aggregate GHGs,1990-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1990-01-01,36.3,213.17,29.71,-35.88,,,252.62,288.49,9.31
Spain,Aggregate GHGs,1991-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1991-01-01,34.98,223.59,28.13,-35.09,,,261.12,296.2,9.51
Spain,Aggregate GHGs,1992-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1992-01-01,34.89,234.35,26.91,-34.36,,,271.62,305.98,9.82
Spain,Aggregate GHGs,1993-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1993-01-01,33.65,226.19,25.75,-34.67,,,261.07,295.74,10.15
Spain,Aggregate GHGs,1994-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1994-01-01,35.55,236.39,30.02,-32.68,,,279.86,312.54,10.58
Spain,Aggregate GHGs,1995-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1995-01-01,35.8,250.13,31.83,-34.58,,,294.04,328.61,10.86
Spain,Aggregate GHGs,1996-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1996-01-01,38.81,237.52,32.89,-35.32,,,285.06,320.38,11.16
Spain,Aggregate GHGs,1997-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1997-01-01,38.56,249.22,35.25,-34.81,,,299.9,334.7,11.67
Spain,Aggregate GHGs,1998-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1998-01-01,39.57,256.0,36.99,-35.17,,,309.39,344.57,12.0
Spain,Aggregate GHGs,1999-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1999-01-01,41.07,278.73,39.92,-38.34,,,333.7,372.04,12.32
Spain,Aggregate GHGs,2000-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2000-01-01,43.26,289.88,41.86,-39.52,,,348.0,387.53,12.53
Spain,Aggregate GHGs,2001-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2001-01-01,42.69,290.97,38.74,-40.59,,,344.65,385.24,12.85
Spain,Aggregate GHGs,2002-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2002-01-01,42.04,310.37,38.03,-39.08,,,364.49,403.57,13.13
Spain,Aggregate GHGs,2003-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2003-01-01,43.53,313.86,40.63,-38.68,,,372.3,410.98,12.96
Spain,Aggregate GHGs,2004-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2004-01-01,42.97,329.79,41.44,-38.82,,,387.98,426.79,12.59
Spain,Aggregate GHGs,2005-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2005-01-01,40.53,343.55,44.08,-38.2,,,402.84,441.04,12.87
Spain,Aggregate GHGs,2006-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2006-01-01,39.7,334.06,47.11,-40.28,,,393.73,434.01,13.14
Spain,Aggregate GHGs,2007-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2007-01-01,40.7,342.23,48.8,-39.52,,,405.64,445.16,13.42
Spain,Aggregate GHGs,2008-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2008-01-01,37.3,314.5,45.95,-37.66,,,373.75,411.4,13.65
Spain,Aggregate GHGs,2009-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2009-01-01,37.72,280.26,39.17,-35.15,,,336.95,372.11,14.96
Spain,Aggregate GHGs,2010-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2010-01-01,37.74,265.57,40.3,-37.42,,,320.26,357.68,14.08
Spain,Aggregate GHGs,2011-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2011-01-01,36.96,268.37,37.39,-37.41,,,319.93,357.34,14.61
Spain,Aggregate GHGs,2012-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2012-01-01,35.75,264.77,35.74,-35.46,,,315.21,350.67,14.41
Spain,Aggregate GHGs,2013-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2013-01-01,35.85,238.99,34.6,-34.42,,,289.03,323.44,14.0
Spain,Aggregate GHGs,2014-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2014-01-01,37.54,239.08,36.42,-36.46,,,289.66,326.12,13.09
Spain,Aggregate GHGs,2015-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2015-01-01,38.26,254.44,31.0,-38.73,,,298.87,337.6,13.9
Spain,Aggregate GHGs,2016-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2016-01-01,38.35,243.85,30.53,-38.23,,,288.15,326.38,13.65
Spain,Aggregate GHGs,2017-01-01,Spain,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2017-01-01,39.52,258.91,28.25,-38.33,,,301.9,340.23,13.55
Sri Lanka,Aggregate GHGs,1993-01-01,Sri Lanka,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,1993-01-01,11.57,5.86,0.3,378.25,,,406.58,28.33,10.6
Sri Lanka,Aggregate GHGs,1994-01-01,Sri Lanka,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,1994-01-01,11.95,6.88,0.3,27.88,,,57.48,29.6,10.47
Sri Lanka,Aggregate GHGs,1995-01-01,Sri Lanka,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,1995-01-01,11.46,6.77,0.27,379.08,,,408.21,29.13,10.62
Sri Lanka,Aggregate GHGs,2000-01-01,Sri Lanka,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,2000-01-01,4.71,11.56,0.49,-6.21,,,12.59,18.8,2.03
Sudan,Aggregate GHGs,1995-01-01,Sudan,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,1995-01-01,45.25,7.77,0.17,17.78,,,71.97,54.19,1.0
Sudan,Aggregate GHGs,2000-01-01,Sudan,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,2000-01-01,57.44,8.4,0.09,9.38,,,77.22,67.84,1.91
Suriname,Aggregate GHGs,2003-01-01,Suriname,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2003,2003-01-01,0.84,2.4,0.07,1.54,,,4.87,3.33,0.02
Sweden,Aggregate GHGs,1990-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1990-01-01,7.66,52.29,7.61,-34.4,,,36.91,71.3,3.74
Sweden,Aggregate GHGs,1991-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1991-01-01,7.4,52.89,7.39,-33.69,,,37.79,71.48,3.81
Sweden,Aggregate GHGs,1992-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1992-01-01,7.28,52.95,6.88,-33.69,,,37.24,70.92,3.82
Sweden,Aggregate GHGs,1993-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1993-01-01,7.67,52.79,7.03,-28.77,,,42.42,71.19,3.7
Sweden,Aggregate GHGs,1994-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1994-01-01,7.7,54.79,7.51,-32.73,,,40.84,73.57,3.57
Sweden,Aggregate GHGs,1995-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1995-01-01,7.91,53.93,7.89,-31.12,,,42.16,73.29,3.56
Sweden,Aggregate GHGs,1996-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1996-01-01,7.62,58.07,7.67,-38.59,,,38.3,76.89,3.54
Sweden,Aggregate GHGs,1997-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1997-01-01,7.86,53.04,7.73,-35.93,,,36.2,72.14,3.5
Sweden,Aggregate GHGs,1998-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1998-01-01,7.56,53.54,7.94,-37.87,,,34.63,72.5,3.45
Sweden,Aggregate GHGs,1999-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1999-01-01,7.61,50.83,7.88,-35.36,,,34.27,69.63,3.32
Sweden,Aggregate GHGs,2000-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2000-01-01,7.77,49.13,8.36,-36.6,,,31.89,68.48,3.22
Sweden,Aggregate GHGs,2001-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2001-01-01,7.26,49.97,8.45,-41.78,,,27.08,68.85,3.17
Sweden,Aggregate GHGs,2002-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2002-01-01,7.36,50.73,8.7,-39.55,,,30.24,69.79,3.0
Sweden,Aggregate GHGs,2003-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2003-01-01,7.32,51.71,8.35,-36.08,,,34.13,70.21,2.83
Sweden,Aggregate GHGs,2004-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2004-01-01,7.08,50.5,8.92,-33.42,,,35.9,69.32,2.81
Sweden,Aggregate GHGs,2005-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2005-01-01,7.05,48.03,8.83,-31.45,,,35.14,66.59,2.67
Sweden,Aggregate GHGs,2006-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2006-01-01,7.24,47.91,8.8,-35.77,,,30.76,66.54,2.58
Sweden,Aggregate GHGs,2007-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2007-01-01,6.89,46.94,8.69,-38.29,,,26.65,64.94,2.41
Sweden,Aggregate GHGs,2008-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2008-01-01,6.97,45.1,8.36,-38.35,,,24.22,62.57,2.14
Sweden,Aggregate GHGs,2009-01-01,Sweden,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2009-01-01,6.69,43.23,6.36,-39.39,,,18.95,58.34,2.05
